date,source,author,region,district,location1,location2,type,label,description,text,link
02-May,facebook,HR/Sitrep8,western,gorkha,taaku,NA,observation,damage,600 houses affected,600 houses affected. 400 tents already reached. Medics have already reached but no food and water. Contact Sanak - 9818945976,https://www.facebook.com/malvikasubba?fref=ts
02-May,facebook,HR/Sitrep8,western,gorkha,taaku,NA,need,nutrition,food needed,600 houses affected. 400 tents already reached. Medics have already reached but no food and water. Contact Sanak - 9818945976,https://www.facebook.com/malvikasubba?fref=ts
02-May,facebook,HR/Sitrep8,western,gorkha,taaku,NA,need,sanitation,water needed,600 houses affected. 400 tents already reached. Medics have already reached but no food and water. Contact Sanak - 9818945976,https://www.facebook.com/malvikasubba?fref=ts
02-May,facebook,HR/Sitrep8,western,gorkha,muchhok,NA,need,medical,medical service not needed,"950 houses, 4 hrs from 12 km, government distributed few tripaals., medic service not required. 300 tripaals still needed, no other help reached. Contact: 9816231803",https://www.facebook.com/malvikasubba?fref=ts
02-May,facebook,HR/Sitrep8,western,gorkha,muchhok,NA,need,shelter,300 tripaals needed,"950 houses, 4 hrs from 12 km, government distributed few tripaals., medic service not required. 300 tripaals still needed, no other help reached. Contact: 9816231803",https://www.facebook.com/malvikasubba?fref=ts
02-May,facebook,HR/Sitrep8,western,gorkha,aaru pokhari,NA,observation,damage,"1000 houses, 90% damaged","1000 house, 90% damaged.",https://www.facebook.com/malvikasubba?fref=ts
02-May,facebook,HR/Sitrep8,western,gorkha,taaklung,NA,observation,damage,"2500-3000 houses, 80% damaged","2500-3000 houses, 80% damaged.",https://www.facebook.com/malvikasubba?fref=ts
02-May,facebook,HR/Sitrep8,western,gorkha,makaising,NA,observation,damage,"2000 houses, 80% damaged","2000 houses, 80% damaged.",https://www.facebook.com/malvikasubba?fref=ts
02-May,facebook,HR/Sitrep8,western,gorkha,ampipal,NA,observation,damage,95% houses damaged,"2 hrs from Gorkha, 95% houses damaged, medical services enough reached, many tripaals and food needed.",https://www.facebook.com/malvikasubba?fref=ts
02-May,facebook,HR/Sitrep8,western,gorkha,ampipal,NA,need,medical,medical service not needed,"2 hrs from Gorkha, 95% houses damaged, medical services enough reached, many tripaals and food needed.",https://www.facebook.com/malvikasubba?fref=ts
02-May,facebook,HR/Sitrep8,western,gorkha,ampipal,NA,need,nutrition,food needed,"2 hrs from Gorkha, 95% houses damaged, medical services enough reached, many tripaals and food needed.",https://www.facebook.com/malvikasubba?fref=ts
02-May,facebook,HR/Sitrep8,western,gorkha,ampipal,NA,need,shelter,tripaals needed,"2 hrs from Gorkha, 95% houses damaged, medical services enough reached, many tripaals and food needed.",https://www.facebook.com/malvikasubba?fref=ts
02-May,facebook,HR/Sitrep8,western,gorkha,olang,NA,observation,transport,hard to reach (no help reached yet),"400 houses, 4 hrs on walk from Chanaute, difficult and steep route, all of the homes damaged, helicopters needed to supply materials there. Contact: Kalpana Devkota 9804233987. No govt help reached at all till now. Needed now tripaals and food.",https://www.facebook.com/malvikasubba?fref=ts
02-May,facebook,HR/Sitrep8,western,gorkha,olang,NA,observation,damage,400 homes (all) damaged,"400 houses, 4 hrs on walk from Chanaute, difficult and steep route, all of the homes damaged, helicopters needed to supply materials there. Contact: Kalpana Devkota 9804233987. No govt help reached at all till now. Needed now tripaals and food.",https://www.facebook.com/malvikasubba?fref=ts
02-May,facebook,HR/Sitrep8,western,gorkha,lapsibot,NA,need,medical,medical service not needed,"120 houses, 1 and half hours on vehicle from Bhachhek. No medicals service required. Only few tripaals distributed by government. Food and around 100 tripaals still required. Contact: Jhamka Nath Dhital: 9843298395)",https://www.facebook.com/malvikasubba?fref=ts
02-May,facebook,HR/Sitrep8,western,gorkha,lapsibot,NA,need,shelter,100 tripaals required,"120 houses, 1 and half hours on vehicle from Bhachhek. No medicals service required. Only few tripaals distributed by government. Food and around 100 tripaals still required. Contact: Jhamka Nath Dhital: 9843298395)",https://www.facebook.com/malvikasubba?fref=ts
02-May,facebook,HR/Sitrep8,western,gorkha,lapsibot,NA,need,nutrition,food needed,"120 houses, 1 and half hours on vehicle from Bhachhek. No medicals service required. Only few tripaals distributed by government. Food and around 100 tripaals still required. Contact: Jhamka Nath Dhital: 9843298395)",https://www.facebook.com/malvikasubba?fref=ts
02-May,facebook,HR/Sitrep8,western,gorkha,dhawa,chautara gaun,observation,damage,99% destroyed,"Chautara Gaun ward 3-4, 99% destroyed and needs help.",https://www.facebook.com/malvikasubba?fref=ts
02-May,facebook,HR/Sitrep8,western,gorkha,dhawa,chautara gaun,need,general assessment,needs general relief,"Chautara Gaun ward 3-4, 99% destroyed and needs help.",https://www.facebook.com/malvikasubba?fref=ts
02-May,news media,HR/Sitrep8,central,kavrepalanchok,pauwathok,NA,observation,damage,all but a handful of houses destroyed; no relief yet,"All but a handful of houses destroyed. No one has stopped to help or bring supplies, but supply trucks have passed them by on the road without stopping. They have seen no government officials or police.",http://www.huffingtonpost.com/2015/05/02/nepal-earthquake-aid-delays_n_7194932.html
02-May,news media,HR/Sitrep8,central,kavrepalanchok,jalkeni,NA,observation,damage,many destroyed homes; no relief yet,"a village near Pauwathok. Many destroyed homes, no one has brought relief supplies.",http://www.huffingtonpost.com/2015/05/02/nepal-earthquake-aid-delays_n_7194932.html
02-May,online community,HR/Sitrep8,central,kathmandu,tupek,peak point academy,observation,general assessment,40 people affected,"No support group has reached Tupek, Chunikhel 4 (above Kapan - 27.740000, 85.37), Near Peak Point Academy where an estimated 40 people have been affected. They are in dire need of tents, medication and food.",http://nepalrelief.net/help-needed-at-chunikhel/
02-May,online community,HR/Sitrep8,central,kathmandu,tupek,peak point academy,need,shelter,tents needed,"No support group has reached Tupek, Chunikhel 4 (above Kapan - 27.740000, 85.37), Near Peak Point Academy where an estimated 40 people have been affected. They are in dire need of tents, medication and food.",http://nepalrelief.net/help-needed-at-chunikhel/
02-May,online community,HR/Sitrep8,central,kathmandu,tupek,peak point academy,need,medical,medication needed,"No support group has reached Tupek, Chunikhel 4 (above Kapan - 27.740000, 85.37), Near Peak Point Academy where an estimated 40 people have been affected. They are in dire need of tents, medication and food.",http://nepalrelief.net/help-needed-at-chunikhel/
02-May,online community,HR/Sitrep8,central,kathmandu,tupek,peak point academy,need,nutrition,food needed,"No support group has reached Tupek, Chunikhel 4 (above Kapan - 27.740000, 85.37), Near Peak Point Academy where an estimated 40 people have been affected. They are in dire need of tents, medication and food.",http://nepalrelief.net/help-needed-at-chunikhel/
29-Apr,twitter,HR/Sitrep8,central,kathmandu,sankhu,paropakar school,observation,shelter,people taking shelter here,Many displaced families are taking shelter at Paropakar School -poor food supply and scarce drinking water supply.,https://twitter.com/neurofreakPB/status/593458025295253504
29-Apr,twitter,HR/Sitrep8,central,kathmandu,sankhu,paropakar school,need,nutrition,food supply,Many displaced families are taking shelter at Paropakar School -poor food supply and scarce drinking water supply.,https://twitter.com/neurofreakPB/status/593458025295253504
29-Apr,twitter,HR/Sitrep8,central,kathmandu,sankhu,paropakar school,need,sanitation,water supply needed,Many displaced families are taking shelter at Paropakar School -poor food supply and scarce drinking water supply.,https://twitter.com/neurofreakPB/status/593458025295253504
29-Apr,twitter,HR/Sitrep8,central,lalitpur,dholahity,NA,need,nutrition,group of families running out of water and food,a big group of families running out of drinking water and food.,https://twitter.com/mesontau/status/593380792035889152
29-Apr,twitter,HR/Sitrep8,central,lalitpur,dholahity,NA,need,sanitation,group of families running out of water and food,a big group of families running out of drinking water and food.,https://twitter.com/mesontau/status/593380792035889152
28-Apr,twitter,HR/Sitrep8,central,lalitpur,bhattedanda,NA,need,nutrition,water supply needed,there is no drinking water and food in Lalitpur and Bhattedanda.,https://twitter.com/dbestdan/status/592982601511612416
28-Apr,twitter,HR/Sitrep8,central,lalitpur,bhattedanda,NA,need,sanitation,food needed,there is no drinking water and food in Lalitpur and Bhattedanda.,https://twitter.com/dbestdan/status/592982601511612416
02-May,twitter,HR/Sitrep8,central,nuwakot,raluka,NA,observation,general assessment,no relief supplies yet but much needed,no relief supplies. “They’re dying. You can contact me at 9841123349”,https://twitter.com/brabim7/status/594481771846074368
01-May,facebook,HR/Sitrep8,central,nuwakot,bhatrutaar,NA,need,general assessment,relief supplies needed,"needs relief supplies, contact 9841247251.",https://www.facebook.com/malvikasubba?fref=ts
02-May,facebook,HR/Sitrep8,central,sindhupalchok,NA,NA,need,shelter,200 volunteers to collect data on shelters,"In order to to support the work undertaken by the many organisations and individuals, Clean up Nepal is undertaking a district-wide survey of the open shelters and number of people at each shelter in order to create a database that will assist organisations to contribute to needs more effectively. We are seeking 200 proactive, independent and self-motivated individuals to collect this data at different VDCs of Sindhupalchowk tomorrow on the 3rd of May 2015. As many of these VDCs are not accessible by bus, we will require at least 100 individuals to have their own mode of transport, i.e. bikes.",https://www.facebook.com/npradhananga?fref=jewel
02-May,facebook,HR/Sitrep8,central,sindhupalchok,tipeni,bal mandir school,observation,shelter,134 children staying in 3 places,"Tipeni Village, Bal Mandir School (coordinates: 27.951203, 85.684578) - contact - Sandhya: 9841263826 There are 134 children staying in Naxal right now, who are kept in three different places. I even asked them if they have data about other 8 centers they said they haven't yet collected that. Supplies needed: ? Looking for: Lactogen Milk #1 & #2 (for 8 children age 1-3 yrs old). There are 11 babies under one years old and 8 children between 1-3 years old who need to be feed with Lactogen Num 1 and 2. ? Diapers (6-14 kg) for 20 kids. ? There are 7 differently abled kids who need adult (medium/large) diapers. ? Sanitary pads for girls having periods ? Snacks ? Mattresses ? 1-5 years baby clothes brand new no used clothes accepte",https://www.google.com/url?q=https://www.facebook.com/groups/NepalEarthquakeResponse/%3Ffref%3Dnf&usd=2&usg=ALhdy2-E9Ik7VPTw6Goo5igd-CnNq907Ng
02-May,facebook,HR/Sitrep8,central,sindhupalchok,tipeni,bal mandir school,need,children,lactogen milk for 8 children age 1-3 and for 11 babies <1yr,"Tipeni Village, Bal Mandir School (coordinates: 27.951203, 85.684578) - contact - Sandhya: 9841263826 There are 134 children staying in Naxal right now, who are kept in three different places. I even asked them if they have data about other 8 centers they said they haven't yet collected that. Supplies needed: ? Looking for: Lactogen Milk #1 & #2 (for 8 children age 1-3 yrs old). There are 11 babies under one years old and 8 children between 1-3 years old who need to be feed with Lactogen Num 1 and 2. ? Diapers (6-14 kg) for 20 kids. ? There are 7 differently abled kids who need adult (medium/large) diapers. ? Sanitary pads for girls having periods ? Snacks ? Mattresses ? 1-5 years baby clothes brand new no used clothes accepte",https://www.google.com/url?q=https://www.facebook.com/groups/NepalEarthquakeResponse/%3Ffref%3Dnf&usd=2&usg=ALhdy2-E9Ik7VPTw6Goo5igd-CnNq907Ng
02-May,facebook,HR/Sitrep8,central,sindhupalchok,tipeni,bal mandir school,need,children,6-14kg for 20 kids,"Tipeni Village, Bal Mandir School (coordinates: 27.951203, 85.684578) - contact - Sandhya: 9841263826 There are 134 children staying in Naxal right now, who are kept in three different places. I even asked them if they have data about other 8 centers they said they haven't yet collected that. Supplies needed: ? Looking for: Lactogen Milk #1 & #2 (for 8 children age 1-3 yrs old). There are 11 babies under one years old and 8 children between 1-3 years old who need to be feed with Lactogen Num 1 and 2. ? Diapers (6-14 kg) for 20 kids. ? There are 7 differently abled kids who need adult (medium/large) diapers. ? Sanitary pads for girls having periods ? Snacks ? Mattresses ? 1-5 years baby clothes brand new no used clothes accepte",https://www.google.com/url?q=https://www.facebook.com/groups/NepalEarthquakeResponse/%3Ffref%3Dnf&usd=2&usg=ALhdy2-E9Ik7VPTw6Goo5igd-CnNq907Ng
02-May,facebook,HR/Sitrep8,central,sindhupalchok,tipeni,bal mandir school,need,children,7 impaired kids who need medium/large diapers,"Tipeni Village, Bal Mandir School (coordinates: 27.951203, 85.684578) - contact - Sandhya: 9841263826 There are 134 children staying in Naxal right now, who are kept in three different places. I even asked them if they have data about other 8 centers they said they haven't yet collected that. Supplies needed: ? Looking for: Lactogen Milk #1 & #2 (for 8 children age 1-3 yrs old). There are 11 babies under one years old and 8 children between 1-3 years old who need to be feed with Lactogen Num 1 and 2. ? Diapers (6-14 kg) for 20 kids. ? There are 7 differently abled kids who need adult (medium/large) diapers. ? Sanitary pads for girls having periods ? Snacks ? Mattresses ? 1-5 years baby clothes brand new no used clothes accepte",https://www.google.com/url?q=https://www.facebook.com/groups/NepalEarthquakeResponse/%3Ffref%3Dnf&usd=2&usg=ALhdy2-E9Ik7VPTw6Goo5igd-CnNq907Ng
02-May,facebook,HR/Sitrep8,central,sindhupalchok,tipeni,bal mandir school,need,children,sanitary pads for girls having periods,"Tipeni Village, Bal Mandir School (coordinates: 27.951203, 85.684578) - contact - Sandhya: 9841263826 There are 134 children staying in Naxal right now, who are kept in three different places. I even asked them if they have data about other 8 centers they said they haven't yet collected that. Supplies needed: ? Looking for: Lactogen Milk #1 & #2 (for 8 children age 1-3 yrs old). There are 11 babies under one years old and 8 children between 1-3 years old who need to be feed with Lactogen Num 1 and 2. ? Diapers (6-14 kg) for 20 kids. ? There are 7 differently abled kids who need adult (medium/large) diapers. ? Sanitary pads for girls having periods ? Snacks ? Mattresses ? 1-5 years baby clothes brand new no used clothes accepte",https://www.google.com/url?q=https://www.facebook.com/groups/NepalEarthquakeResponse/%3Ffref%3Dnf&usd=2&usg=ALhdy2-E9Ik7VPTw6Goo5igd-CnNq907Ng
02-May,facebook,HR/Sitrep8,central,sindhupalchok,tipeni,bal mandir school,need,children,snacks,"Tipeni Village, Bal Mandir School (coordinates: 27.951203, 85.684578) - contact - Sandhya: 9841263826 There are 134 children staying in Naxal right now, who are kept in three different places. I even asked them if they have data about other 8 centers they said they haven't yet collected that. Supplies needed: ? Looking for: Lactogen Milk #1 & #2 (for 8 children age 1-3 yrs old). There are 11 babies under one years old and 8 children between 1-3 years old who need to be feed with Lactogen Num 1 and 2. ? Diapers (6-14 kg) for 20 kids. ? There are 7 differently abled kids who need adult (medium/large) diapers. ? Sanitary pads for girls having periods ? Snacks ? Mattresses ? 1-5 years baby clothes brand new no used clothes accepte",https://www.google.com/url?q=https://www.facebook.com/groups/NepalEarthquakeResponse/%3Ffref%3Dnf&usd=2&usg=ALhdy2-E9Ik7VPTw6Goo5igd-CnNq907Ng
02-May,facebook,HR/Sitrep8,central,sindhupalchok,tipeni,bal mandir school,need,children,mattresses,"Tipeni Village, Bal Mandir School (coordinates: 27.951203, 85.684578) - contact - Sandhya: 9841263826 There are 134 children staying in Naxal right now, who are kept in three different places. I even asked them if they have data about other 8 centers they said they haven't yet collected that. Supplies needed: ? Looking for: Lactogen Milk #1 & #2 (for 8 children age 1-3 yrs old). There are 11 babies under one years old and 8 children between 1-3 years old who need to be feed with Lactogen Num 1 and 2. ? Diapers (6-14 kg) for 20 kids. ? There are 7 differently abled kids who need adult (medium/large) diapers. ? Sanitary pads for girls having periods ? Snacks ? Mattresses ? 1-5 years baby clothes brand new no used clothes accepte",https://www.google.com/url?q=https://www.facebook.com/groups/NepalEarthquakeResponse/%3Ffref%3Dnf&usd=2&usg=ALhdy2-E9Ik7VPTw6Goo5igd-CnNq907Ng
02-May,facebook,HR/Sitrep8,central,sindhupalchok,tipeni,bal mandir school,need,children,"1-5yr children clothes, new (no used accepted","Tipeni Village, Bal Mandir School (coordinates: 27.951203, 85.684578) - contact - Sandhya: 9841263826 There are 134 children staying in Naxal right now, who are kept in three different places. I even asked them if they have data about other 8 centers they said they haven't yet collected that. Supplies needed: ? Looking for: Lactogen Milk #1 & #2 (for 8 children age 1-3 yrs old). There are 11 babies under one years old and 8 children between 1-3 years old who need to be feed with Lactogen Num 1 and 2. ? Diapers (6-14 kg) for 20 kids. ? There are 7 differently abled kids who need adult (medium/large) diapers. ? Sanitary pads for girls having periods ? Snacks ? Mattresses ? 1-5 years baby clothes brand new no used clothes accepte",https://www.google.com/url?q=https://www.facebook.com/groups/NepalEarthquakeResponse/%3Ffref%3Dnf&usd=2&usg=ALhdy2-E9Ik7VPTw6Goo5igd-CnNq907Ng
28-Apr,news media,HR/Sitrep8,eastern,solukhumbu,thame village,NA,observation,damage,nearly 100% of structures destroyed,"Khumbu Valley (coordinates: 27.816667, 86.716667) - located below Mt Everest. In Thame (27.830222, 86.649773), which appears to be one of the worst hit villages, reportedly nearly 100% of the structures were destroyed. In Chaurikharka (27.740000, 86.73), buildings buckled and collapsed. Other Khumbu villages reportedly hit hard include Khumjung (27.816667, 86.716667), one of the traditional homes of Everest Sherpas. Hundreds of people are said to have vacated Namche, the commercial and travel center of the Khumbu, seeking safer terrain.",http://news.nationalgeographic.com/2015/04/150428-everest-earthquake-basecamp-nepal-himalaya-climbing-sherpa/
28-Apr,news media,HR/Sitrep8,eastern,solukhumbu,chaurikharka,NA,observation,damage,buildings collapsed,"Khumbu Valley (coordinates: 27.816667, 86.716667) - located below Mt Everest. In Thame (27.830222, 86.649773), which appears to be one of the worst hit villages, reportedly nearly 100% of the structures were destroyed. In Chaurikharka (27.740000, 86.73), buildings buckled and collapsed. Other Khumbu villages reportedly hit hard include Khumjung (27.816667, 86.716667), one of the traditional homes of Everest Sherpas. Hundreds of people are said to have vacated Namche, the commercial and travel center of the Khumbu, seeking safer terrain.",http://news.nationalgeographic.com/2015/04/150428-everest-earthquake-basecamp-nepal-himalaya-climbing-sherpa/
28-Apr,news media,HR/Sitrep8,eastern,solukhumbu,khumjung,NA,observation,damage,village hit hard,"Khumbu Valley (coordinates: 27.816667, 86.716667) - located below Mt Everest. In Thame (27.830222, 86.649773), which appears to be one of the worst hit villages, reportedly nearly 100% of the structures were destroyed. In Chaurikharka (27.740000, 86.73), buildings buckled and collapsed. Other Khumbu villages reportedly hit hard include Khumjung (27.816667, 86.716667), one of the traditional homes of Everest Sherpas. Hundreds of people are said to have vacated Namche, the commercial and travel center of the Khumbu, seeking safer terrain.",http://news.nationalgeographic.com/2015/04/150428-everest-earthquake-basecamp-nepal-himalaya-climbing-sherpa/
28-Apr,news media,HR/Sitrep8,eastern,solukhumbu,namche,NA,observation,population behavior,many left this town seeking safer terrrain,"Khumbu Valley (coordinates: 27.816667, 86.716667) - located below Mt Everest. In Thame (27.830222, 86.649773), which appears to be one of the worst hit villages, reportedly nearly 100% of the structures were destroyed. In Chaurikharka (27.740000, 86.73), buildings buckled and collapsed. Other Khumbu villages reportedly hit hard include Khumjung (27.816667, 86.716667), one of the traditional homes of Everest Sherpas. Hundreds of people are said to have vacated Namche, the commercial and travel center of the Khumbu, seeking safer terrain.",http://news.nationalgeographic.com/2015/04/150428-everest-earthquake-basecamp-nepal-himalaya-climbing-sherpa/
01-May,online community,HR/Sitrep8,western,tanahun,khairenitar,NA,need,nutrition,village in need of food,"village is in need of food, shelter, water, medicine . Please contact Ramila Upreti 9860825558 to offer help.",http://nepalrelief.net/khairenitar-requires-all-basic-supplies/
01-May,online community,HR/Sitrep8,western,tanahun,khairenitar,NA,need,shelter,village in need of shelter,"village is in need of food, shelter, water, medicine . Please contact Ramila Upreti 9860825558 to offer help.",http://nepalrelief.net/khairenitar-requires-all-basic-supplies/
01-May,online community,HR/Sitrep8,western,tanahun,khairenitar,NA,need,sanitation,village in need of sanitation,"village is in need of food, shelter, water, medicine . Please contact Ramila Upreti 9860825558 to offer help.",http://nepalrelief.net/khairenitar-requires-all-basic-supplies/
01-May,online community,HR/Sitrep8,western,tanahun,khairenitar,NA,need,medical,village in need of medicine,"village is in need of food, shelter, water, medicine . Please contact Ramila Upreti 9860825558 to offer help.",http://nepalrelief.net/khairenitar-requires-all-basic-supplies/
02-May,personal contacts/email,HR/Sitrep8,central,nuwakot,NA,NA,need,sanitation,mineral water donations sought,"CanHelp Nepal is looking for mineral water donations so that they can take them to Nuwakot, Dolakha and Gorkha. If you are donating water or know anyone who is, please get in touch at 9841053031",NA
02-May,personal contacts/email,HR/Sitrep8,central,dolakha,NA,NA,need,sanitation,mineral water donations sought,"CanHelp Nepal is looking for mineral water donations so that they can take them to Nuwakot, Dolakha and Gorkha. If you are donating water or know anyone who is, please get in touch at 9841053031",NA
02-May,personal contacts/email,HR/Sitrep8,western,gorkha,NA,NA,need,sanitation,mineral water donations sought,"CanHelp Nepal is looking for mineral water donations so that they can take them to Nuwakot, Dolakha and Gorkha. If you are donating water or know anyone who is, please get in touch at 9841053031",NA
05-May,online community,HR/Sitrep11,central,dhading,NA,NA,observation,sanitation,no safe drinking water sources,"Presently, some areas, including Dhading, Nuwakot, and Makanwanpur have no safe drinking water sources, and other districts have limited sources.",http://reliefweb.int/sites/reliefweb.int/files/resources/wfp274325.pdf
05-May,online community,HR/Sitrep11,central,nuwakot,NA,NA,observation,sanitation,no safe drinking water sources,"Presently, some areas, including Dhading, Nuwakot, and Makanwanpur have no safe drinking water sources, and other districts have limited sources.",http://reliefweb.int/sites/reliefweb.int/files/resources/wfp274325.pdf
05-May,online community,HR/Sitrep11,central,makwanpur,NA,NA,observation,sanitation,no safe drinking water sources,"Presently, some areas, including Dhading, Nuwakot, and Makanwanpur have no safe drinking water sources, and other districts have limited sources.",http://reliefweb.int/sites/reliefweb.int/files/resources/wfp274325.pdf
04-May,news media,HR/Sitrep11,NA,NA,NA,NA,need,sanitation,need to establish communal latrines,"communal latrines need to be constructed immediately in order to prevent further contamination of limited water supplies and provide for displaced populations, those without shelter or no access due to damage. Given the scale of the damage to infrastructure near the epicentre of the quake, rehabilitation of water supplies will take time, so it is essential that humanitarian agencies assist the government by providing people affected with clean, safe water supplies.",http://www.dailyecho.co.uk/news/national/12930445.display/
04-May,twitter,HR/Sitrep11,NA,NA,NA,NA,observation,sanitation,pre-monsoon rains wash feces into open water sources; main cause of diarrhoea,Pre-monsoon rains washing village feces into open water sources is the main cause of diarrhea in May/June in Nepal.,https://twitter.com/himmoderator/status/595352573550436352
04-May,facebook,HR/Sitrep11,central,bhaktapur,bhaktapur city,NA,observation,sanitation,75% of water pipe network destroyed,"75% of Bhaktapur City’s (27.672222, 85.427778) water pipe network and people's home water tanks are destroyed. Water is needed. People are urged to check their water tanks for cracks or other damage.",https://www.facebook.com/nepalearthquake1?fref=ts
04-May,facebook,HR/Sitrep11,central,bhaktapur,bhaktapur city,NA,need,sanitation,water needed,"75% of Bhaktapur City’s (27.672222, 85.427778) water pipe network and people's home water tanks are destroyed. Water is needed. People are urged to check their water tanks for cracks or other damage.",https://www.facebook.com/nepalearthquake1?fref=ts
05-May,facebook,HR/Sitrep11,central,dhading,jitpur,NA,need,general assessment,in need of aid but not received,Jitpur-8 has not received aid. (,https://www.facebook.com/groups/1573612889579406/permalink/1577871065820255/
05-May,facebook,HR/Sitrep11,central,dolakha,maga pauw,NA,need,general assessment,in need of aid but not received,"Maga pauwa-3 and Gauri mukhe-5, 6 have not received aid.",https://www.facebook.com/groups/1573612889579406/permalink/1577871065820255/
05-May,facebook,HR/Sitrep11,central,dolakha,gauri mukhe,NA,need,general assessment,in need of aid but not received,"Maga pauwa-3 and Gauri mukhe-5, 6 have not received aid.",https://www.facebook.com/groups/1573612889579406/permalink/1577871065820255/
05-May,facebook,HR/Sitrep11,central,kathmandu,chobhar,charghare,need,nutrition,food needed for <100 households,"Charghare, Chobhar (27.666667, 85.283333) needs food, shelter materials, and blankets. Its only 20 minutes road distance from the Balkhu section of the ring road and is accessible from Taudaha or Kritipur. The village has less than 100 households and more than 70 % of the houses have collapsed.",https://www.facebook.com/helpinghappiness
05-May,facebook,HR/Sitrep11,central,kathmandu,chobhar,charghare,need,nutrition,shelter materials needed  for <100 households,"Charghare, Chobhar (27.666667, 85.283333) needs food, shelter materials, and blankets. Its only 20 minutes road distance from the Balkhu section of the ring road and is accessible from Taudaha or Kritipur. The village has less than 100 households and more than 70 % of the houses have collapsed.",https://www.facebook.com/helpinghappiness
05-May,facebook,HR/Sitrep11,central,kathmandu,chobhar,charghare,observation,damage,70% of houses collapsed,"Charghare, Chobhar (27.666667, 85.283333) needs food, shelter materials, and blankets. Its only 20 minutes road distance from the Balkhu section of the ring road and is accessible from Taudaha or Kritipur. The village has less than 100 households and more than 70 % of the houses have collapsed.",https://www.facebook.com/helpinghappiness
05-May,twitter,HR/Sitrep11,central,kathmandu,kirtipur,NA,observation,nutrition,have sufficient food for at least one week,"Survivors in Kirtipur have sufficient food for at least one week. Panga, Lower Guth, and Upper Guth are the areas most affected. They are also in need of sanitation.",https://twitter.com/lochanofficial/status/594820229164761089
05-May,twitter,HR/Sitrep11,central,kathmandu,panga,NA,observation,general assessment,among areas most affected in kathmandu,"Survivors in Kirtipur have sufficient food for at least one week. Panga, Lower Guth, and Upper Guth are the areas most affected. They are also in need of sanitation.",https://twitter.com/lochanofficial/status/594820229164761089
05-May,twitter,HR/Sitrep11,central,kathmandu,lower guth,NA,observation,general assessment,among areas most affected in kathmandu,"Survivors in Kirtipur have sufficient food for at least one week. Panga, Lower Guth, and Upper Guth are the areas most affected. They are also in need of sanitation.",https://twitter.com/lochanofficial/status/594820229164761089
05-May,twitter,HR/Sitrep11,central,kathmandu,upper guth,NA,observation,general assessment,among areas most affected in kathmandu,"Survivors in Kirtipur have sufficient food for at least one week. Panga, Lower Guth, and Upper Guth are the areas most affected. They are also in need of sanitation.",https://twitter.com/lochanofficial/status/594820229164761089
05-May,twitter,HR/Sitrep11,central,kathmandu,panga,NA,need,sanitation,in need of sanitation,"Survivors in Kirtipur have sufficient food for at least one week. Panga, Lower Guth, and Upper Guth are the areas most affected. They are also in need of sanitation.",https://twitter.com/lochanofficial/status/594820229164761089
05-May,twitter,HR/Sitrep11,central,kathmandu,lower guth,NA,need,sanitation,in need of sanitation,"Survivors in Kirtipur have sufficient food for at least one week. Panga, Lower Guth, and Upper Guth are the areas most affected. They are also in need of sanitation.",https://twitter.com/lochanofficial/status/594820229164761089
05-May,twitter,HR/Sitrep11,central,kathmandu,upper guth,NA,need,sanitation,in need of sanitation,"Survivors in Kirtipur have sufficient food for at least one week. Panga, Lower Guth, and Upper Guth are the areas most affected. They are also in need of sanitation.",https://twitter.com/lochanofficial/status/594820229164761089
05-May,facebook,HR/Sitrep11,western,gorkha,takukot,NA,need,general assessment,not received aid; need assistance,"Takukot-9 has not received aid, and about 150 families in Manakamana need food.",https://www.facebook.com/groups/1573612889579406/permalink/1577871065820255/
05-May,facebook,HR/Sitrep11,western,gorkha,manakamana,NA,need,nutrition,150 families need nutrition,"Takukot-9 has not received aid, and about 150 families in Manakamana need food.",https://www.facebook.com/groups/1573612889579406/permalink/1577871065820255/
05-May,twitter,HR/Sitrep11,western,gorkha,laprak,NA,observation,damage,completely destroyed,"Laprak (28.221206, 84.796818), Sirdibas (28.41,84.8), (28.410000, 84.8), Keraju, Machhakhola (28.232523, 84.874708), Lapsibot (27.559339, 85.552203), Gumda (28.210000, 84.83), Uhiya (28.300000, 84.883333), and Singla (28.224192, 84.837243) have all been completely destroyed",https://twitter.com/NorthmenPK/status/595354192023162880
05-May,twitter,HR/Sitrep11,western,gorkha,sirdibas,NA,observation,damage,completely destroyed,"Laprak (28.221206, 84.796818), Sirdibas (28.41,84.8), (28.410000, 84.8), Keraju, Machhakhola (28.232523, 84.874708), Lapsibot (27.559339, 85.552203), Gumda (28.210000, 84.83), Uhiya (28.300000, 84.883333), and Singla (28.224192, 84.837243) have all been completely destroyed",https://twitter.com/NorthmenPK/status/595354192023162880
05-May,twitter,HR/Sitrep11,western,gorkha,keraju,NA,observation,damage,completely destroyed,"Laprak (28.221206, 84.796818), Sirdibas (28.41,84.8), (28.410000, 84.8), Keraju, Machhakhola (28.232523, 84.874708), Lapsibot (27.559339, 85.552203), Gumda (28.210000, 84.83), Uhiya (28.300000, 84.883333), and Singla (28.224192, 84.837243) have all been completely destroyed",https://twitter.com/NorthmenPK/status/595354192023162880
