date,type,source,author,region,district,location1,location2,type,label,description,text
42120,crowdsourced,twitter,HR/Sitrep2,central,lalitpur,NA,NA,observation,sanitation,no water supply,No power and no water supply.
42120,crowdsourced,twitter,HR/Sitrep2,central,lalitpur,chyasal,NA,need,nutrition,group in need of food,"Near Chyasal, Lalitpur have one group they also need food, water, and medicine, one of them has low pressure."
42120,crowdsourced,twitter,HR/Sitrep2,central,lalitpur,chyasal,NA,need,sanitation,group in need of sanitation,"Near Chyasal, Lalitpur have one group they also need food, water, and medicine, one of them has low pressure."
42120,crowdsourced,twitter,HR/Sitrep2,central,lalitpur,chyasal,NA,need,medical,group in need of medicine,"Near Chyasal, Lalitpur have one group they also need food, water, and medicine, one of them has low pressure."
42120,crowdsourced,twitter,HR/Sitrep2,central,lalitpur,chyasal,NA,observation,medical,one in group has low blood pressure,"Near Chyasal, Lalitpur have one group they also need food, water, and medicine, one of them has low pressure."
42120,crowdsourced,twitter,HR/Sitrep2,western,rasuwa,langtang village,NA,observation,general assessment,avalanche overwhelms langtang village; 100 dead,"Langtang Village (coordinates: 28.266701,85.616699). Langtang is a region in Nepal to the north of Kathmandu and bordering Tibet. Avalanche overwhelms Langtang village, over 100 feared dead |"
42120,crowdsourced,facebook,HR/Sitrep2,central,kavrepalanchok,NA,NA,observation,casualties,death toll at 60,"District east of Kathmandu. Reported death toll at 60. Earthquake destroyed hospital, road building in Kavre district of Nepal. Dhulikhel hospital, Scheer memorial hospital in Banepa managing emergency situation. Threat of landslides."
42120,crowdsourced,facebook,HR/Sitrep2,central,kavrepalanchok,NA,hospital,observation,damage,earthquake destroyed hospital,"District east of Kathmandu. Reported death toll at 60. Earthquake destroyed hospital, road building in Kavre district of Nepal. Dhulikhel hospital, Scheer memorial hospital in Banepa managing emergency situation. Threat of landslides."
42120,crowdsourced,facebook,HR/Sitrep2,central,kavrepalanchok,NA,dhulikhell hospital,observation,medical,hospital managing situation,"District east of Kathmandu. Reported death toll at 60. Earthquake destroyed hospital, road building in Kavre district of Nepal. Dhulikhel hospital, Scheer memorial hospital in Banepa managing emergency situation. Threat of landslides."
42120,crowdsourced,facebook,HR/Sitrep2,central,kavrepalanchok,banepa,scheer hospital,observation,medical,hospital managing situation,"District east of Kathmandu. Reported death toll at 60. Earthquake destroyed hospital, road building in Kavre district of Nepal. Dhulikhel hospital, Scheer memorial hospital in Banepa managing emergency situation. Threat of landslides."
42120,crowdsourced,facebook,HR/Sitrep2,central,kavrepalanchok,NA,NA,observation,general assessment,threat of landslides,"District east of Kathmandu. Reported death toll at 60. Earthquake destroyed hospital, road building in Kavre district of Nepal. Dhulikhel hospital, Scheer memorial hospital in Banepa managing emergency situation. Threat of landslides."
42120,crowdsourced,twitter,HR/Sitrep2,western,nuwakot,NA,NA,observation,casualties,126 deaths,"Bagmati zone district north of Kathmandu.State TV reports 126 deaths. Most houses destroyed, lack of tents or shelter as it continues to rain. ("
42120,crowdsourced,twitter,HR/Sitrep2,central,nuwakot,NA,NA,observation,damage,most houses destroyed,"Bagmati zone district north of Kathmandu.State TV reports 126 deaths. Most houses destroyed, lack of tents or shelter as it continues to rain. ("
42120,crowdsourced,twitter,HR/Sitrep2,central,nuwakot,NA,NA,need,shelter,lack of shelter/tents,"Bagmati zone district north of Kathmandu.State TV reports 126 deaths. Most houses destroyed, lack of tents or shelter as it continues to rain. ("
42120,crowdsourced,twitter,HR/Sitrep2,central,rasuwa,NA,NA,observation,damage,most buildings destroyed,"Smallest district in the Bagmati zone, about 120km north of Kathmandu. Most buildings destroyed. Reported 17 army personnel and 60 people trapped under rubble in Trisuli hydropower tunnel, Rasuwa."
42120,crowdsourced,twitter,HR/Sitrep2,central,rasuwa,trisuli hydropower tunnel,NA,observation,search&rescue,17 army personnel and 60 people trapped under rubble,"Smallest district in the Bagmati zone, about 120km north of Kathmandu. Most buildings destroyed. Reported 17 army personnel and 60 people trapped under rubble in Trisuli hydropower tunnel, Rasuwa."
42120,crowdsourced,twitter,HR/Sitrep2,central,dolakha,NA,NA,observation,damage,many houses destroyed; poor mostly affected,Part of the Janakpur zone north of Katmandu. Many houses destroyed. Poor mostly affected.
42120,crowdsourced,facebook,HR/Sitrep2,western,lamjung,NA,NA,observation,damage,much damage; at epicenter earthquake,"District of mainly agricultural villages northwest of Kathmandu. At earthquake’s epicenter. Lamjung and others need immediate rescue operations. Entire villages have been damaged.These places...need immediate relief like food, water, and tents."
42120,crowdsourced,facebook,HR/Sitrep2,western,lamjung,NA,NA,need,nutrition,villages need food,"District of mainly agricultural villages northwest of Kathmandu. At earthquake’s epicenter. Lamjung and others need immediate rescue operations. Entire villages have been damaged.These places...need immediate relief like food, water, and tents."
42120,crowdsourced,facebook,HR/Sitrep2,western,lamjung,NA,NA,need,sanitation,villages need water,"District of mainly agricultural villages northwest of Kathmandu. At earthquake’s epicenter. Lamjung and others need immediate rescue operations. Entire villages have been damaged.These places...need immediate relief like food, water, and tents."
42120,crowdsourced,facebook,HR/Sitrep2,western,lamjung,NA,NA,need,shelter,villages need tents,"District of mainly agricultural villages northwest of Kathmandu. At earthquake’s epicenter. Lamjung and others need immediate rescue operations. Entire villages have been damaged.These places...need immediate relief like food, water, and tents."
42120,crowdsourced,facebook,HR/Sitrep2,western,tanahun,bandipur,NA,observation,damage,poor parts of town heavily impacted,"Bandipur (coordinates: 27.923820,84.405197) - On the road between Kdu and Pokhara, poorer areas of the town heavily impacted. (in comments following main post)"
42120,crowdsourced,facebook,HR/Sitrep2,central,dhading,NA,NA,need,nutrition,villages need food,"Lush farming district outside Kathmandu. Dhading...and others need immediate rescue operations. Entire villages have been damaged. These places...need immediate relief like food, water, and tents. ("
42120,crowdsourced,facebook,HR/Sitrep2,central,dhading,NA,NA,need,sanitation,villages need water,"Lush farming district outside Kathmandu. Dhading...and others need immediate rescue operations. Entire villages have been damaged. These places...need immediate relief like food, water, and tents. ("
42120,crowdsourced,facebook,HR/Sitrep2,central,dhading,NA,NA,need,shelter,villages need tents,"Lush farming district outside Kathmandu. Dhading...and others need immediate rescue operations. Entire villages have been damaged. These places...need immediate relief like food, water, and tents. ("
42120,crowdsourced,news media,HR/Sitrep2,central,dhading,NA,NA,observation,population behavior,people camped outside,"People camped in the open, the hospital was overflowing, the power was off and shops were closed. Many people have lost their homes. Many people have died."
42120,crowdsourced,news media,HR/Sitrep2,central,dhading,NA,NA,observation,medical,hospital was overloaded,"People camped in the open, the hospital was overflowing, the power was off and shops were closed. Many people have lost their homes. Many people have died."
42120,crowdsourced,news media,HR/Sitrep2,central,dhading,NA,NA,observation,damage,much damage,"People camped in the open, the hospital was overflowing, the power was off and shops were closed. Many people have lost their homes. Many people have died."
42120,crowdsourced,news media,HR/Sitrep2,central,dhading,NA,NA,observation,casualties,high number of casualties,"People camped in the open, the hospital was overflowing, the power was off and shops were closed. Many people have lost their homes. Many people have died."
42120,crowdsourced,twitter,HR/Sitrep2,western,gorkha,NA,NA,need,medical,doctors and nurses for a medical team,Doctors and nurses are needed for a medical team headed to Gorkha. They should contact @ajayuprety (9813550495) asap
42120,crowdsourced,twitter,HR/Sitrep2,NA,NA,NA,NA,need,medical,shortage of certain blood types,Blood donations - apparently shortage of certain types. Please call Dr. Manita at 98510-84500 at Nepal Red Cross Blood Bank.
42120,crowdsourced,news media,HR/Sitrep2,central,kathmandu,NA,grande international,observation,medical,hospital damaged,"In Kathmandu: ""Grande International is badly cracked and all the patients have been evacuated,” she said. “Another hospital, Norvick, has also been badly damaged. They're seeing patients outside across the road. The main hospital, which is called Teaching Hospital, is fully functioning. All the new buildings downtown are OK."""
42120,crowdsourced,news media,HR/Sitrep2,central,kathmandu,NA,norvic international hospital,observation,medical,hospital damaged,"In Kathmandu: ""Grande International is badly cracked and all the patients have been evacuated,” she said. “Another hospital, Norvick, has also been badly damaged. They're seeing patients outside across the road. The main hospital, which is called Teaching Hospital, is fully functioning. All the new buildings downtown are OK."""
42120,crowdsourced,news media,HR/Sitrep2,central,kathmandu,NA,teaching hospital,observation,medical,hospital fully functioning,"In Kathmandu: ""Grande International is badly cracked and all the patients have been evacuated,” she said. “Another hospital, Norvick, has also been badly damaged. They're seeing patients outside across the road. The main hospital, which is called Teaching Hospital, is fully functioning. All the new buildings downtown are OK."""
42120,crowdsourced,news media,HR/Sitrep2,central,kathmandu,NA,kathmandu national trauma centre,observation,medical,operating but overcrowded,Kathmandu National Trauma Centre is operating but very overcrowded.
42120,crowdsourced,news media,HR/Sitrep2,central,kathmandu,NA,kathmandu medical college,observation,medical,operating but overcrowded,Kathmandu Medical College is operating but very overcrowded.
42120,crowdsourced,twitter,HR/Sitrep2,far-western,achham,NA,bayalpata hospital,observation,medical,hospital is functioning,"@RTWB_Canada has heard from Bayalpata Hospital, CIWEC, IFCH, Lamjung & United mission hospital -Tansen. Hospitals are functioning."
42120,crowdsourced,twitter,HR/Sitrep2,central,kathmandu,NA,CIWEC,observation,medical,hospital is functioning,"@RTWB_Canada has heard from Bayalpata Hospital, CIWEC, IFCH, Lamjung & United mission hospital -Tansen. Hospitals are functioning."
