date,source,author,region,district,location1,location2,type,label,description,text
08-May,NA,UN/Sitrep12,western,gorkha,laprak,NA,need,nutrition,lack of food,"""In Laprak, humanitarian partners reported a lack of shelter, food, water and medicines."""
08-May,NA,UN/Sitrep12,western,gorkha,laprak,NA,need,sanitation,lack of water,"""In Laprak, humanitarian partners reported a lack of shelter, food, water and medicines."""
08-May,NA,UN/Sitrep12,western,gorkha,laprak,NA,need,medical,lack of medicines,"""In Laprak, humanitarian partners reported a lack of shelter, food, water and medicines."""
08-May,NA,UN/Sitrep12,western,gorkha,NA,NA,need,transport,stronger partnerships with local trekking/porter associations,"""Some villages in northern Gorkha are reachable only by foot trails; thus ,the need to strengthen partnership with local trekking and porter associations to reach remote areas."""
08-May,NA,UN/Sitrep12,western,gorkha,NA,NA,observation,population behavior,people return to their village,"""In Gorkha, there is now an increasing number of people seeking ways to return to their villages and looking for missing family members."""
08-May,NA,UN/Sitrep12,western,gorkha,NA,NA,need,children,family tracing/reunification services,"""Family tracing and reunification services are required."""
08-May,NA,UN/Sitrep12,western,gorkha,NA,NA,need,sanitation,lack of WASH partners,"""There is a lack of WASH partners in Sindhupalchowk and Gorkha districts."""
11-May,NA,UN/Sitrep13,western,gorkha,NA,NA,need,transport,difficulty accessing remote/mountainous areas; difficulty accessing these,"""Humanitarian hubs in Gorkha and Sindhupalchowk districts report that there are still urgent needs in remote and mountainous areas where access remains difficult and continues to impede the delivery of humanitarian assistance."""
11-May,NA,UN/Sitrep13,western,gorkha,baluwa,NA,observation,population behavior,people move from settlements to central distribution points,"""In Gorkha district, there are reports of people temporarily moving from settlements to central distribution points, such as Baluwa."""
11-May,NA,UN/Sitrep13,western,gorkha,NA,NA,need,shelter,additional quality shelther equipment,"""They are requesting additional quality shelter equipment."""
18-May,NA,UN/Sitrep16,western,gorkha,NA,NA,need,shelter,corrugated iron sheets and other quality shelter material,"""In Gorkha District, corrugated iron sheets and other quality shelter material are in high demand."""
18-May,NA,UN/Sitrep16,western,gorkha,NA,NA,need,shelter,land suitability assessments,"""Given that the Canadians are likely to leave within two weeks, it is essential to identify their replacement and additional support for Gorkha."""
18-May,NA,UN/Sitrep16,western,gorkha,NA,NA,observation,nutrition,not possible to plant rice anymore - focus now on vegetable seeds/keeping livestock alive,"""As the 7-day window and availability of rice seeds are closing for six disricts. The focus is shiting to procurement of vegetable seeds, millet and tarpaulins to keep current livestock alive before the onset of the monsoon rains."""
21-May,NA,UN/Sitrep17,western,gorkha,NA,NA,need,damage,debris management,"""Debris management remains a pressing need in Charikot (Dolakha), Gorkha and Sindhupalchowk districts."""
21-May,NA,UN/Sitrep17,western,gorkha,warpak,NA,need,damage,immediate removal of debris,"""In Gorkha, authorities requested the immediate removal of rubble and debris of residential buildings in Warpak and Laprak VDCs."""
21-May,NA,UN/Sitrep17,western,gorkha,laprak,NA,need,damage,immediate removal of debris,"""In Gorkha, authorities requested the immediate removal of rubble and debris of residential buildings in Warpak and Laprak VDCs."""
21-May,NA,UN/Sitrep17,western,gorkha,NA,NA,need,nutrition,"286,000 households across 6 districts need livelihood support for agricultural inputs","""Approximately 286,000 households in six districts need immediate livelhood support for agricultural inputs."""
25-May,NA,UN/Sitrep18,western,gorkha,baluwa,abukhaireni gorkha highway,observation,transport,landslides block roads,"""Landslides along the Abukhaireni Gorkha Highway towards Baluwa and Barpak VDCs in Gorkha district also pose a risk to the delivery pipeline."""
25-May,NA,UN/Sitrep18,western,gorkha,barpak,abukhaireni gorkha highway,observation,transport,landslides block roads,"""Landslides along the Abukhaireni Gorkha Highway towards Baluwa and Barpak VDCs in Gorkha district also pose a risk to the delivery pipeline."""
25-May,NA,UN/Sitrep18,western,gorkha,NA,NA,observation,nutrition,porters deliver food over lamjung-manang trail,"""In Gorkha, porters continue to support food delivery to the northern most VDCs using the Lamjung-Manang trail."""
25-May,NA,UN/Sitrep18,western,gorkha,barpak,NA,need,damage,debris removal,"""In Gorkha Districts, immediate removal of rubble and debris of residential buildings in Barpak and Laprak VDCs."""
25-May,NA,UN/Sitrep18,western,gorkha,laprak,NA,need,damage,debris removal,"""In Gorkha Districts, immediate removal of rubble and debris of residential buildings in Barpak and Laprak VDCs."""
29-May,NA,UN/Sitrep19,western,gorkha,NA,NA,observation,nutrition,"236,000 farmers in these areas - 50% have lost 75% of rice seeds","""there is a high loss of seeds in these districts with half the farmers having lost over 75% of their rice seeds"""
29-May,NA,UN/Sitrep19,western,gorkha,NA,NA,observation,nutrition,"out of 35% of farmers using irrigation, 70% report damage to irrigation","""Out of the 35% of farmers using irrigation, 70% reported substantial to severe damages on irrigation"""
03-Jun,NA,UN/Sitrep20,western,gorkha,NA,NA,need,transport,capacity to distribute relief items,"""Partners are concerned that there may not be sufficient capacity in Gorkha District to distribute all relief items before the monsoon, particularly into those areas accessible only by helicopters."""
03-Jun,NA,UN/Sitrep20,western,gorkha,NA,NA,need,transport,partners for road access planning,"""In Gorkha, there are no partners to conduct road access planning."""
25-Apr,NA,UN/Sitrep1,western,kaski,NA,NA,observation,general assessment,area is affected,"""Among the most affected districts are"""
25-Apr,NA,UN/Sitrep1,western,kaski,pokhara,NA,observation,general assessment,densely populated and heavily affected,"""This includes … Nepal's 2 largest cities - greater Kathmandu and Pokhara."""
25-Apr,government,UN/Sitrep1,western,kaski,pokhara,NA,observation,medical,well staffed,"""Chitwan and Pokhara which both are well staffed"""
25-Apr,NA,UN/Sitrep1,western,kaski,pokhara,pokhara airport,observation,transport,airport is open,"""The Kathmandu and Pokhara airport remains open. Some commercial flights appear to be coming in."""
29-Apr,NA,UN/Sitrep6,western,kaski,pokhara,pokhara airport,observation,transport,landing permission for C17 airplanes,"""Landing permissions have been given at Pokhara, Biratnagar and Nepalgunj airports to C17 airplanes and those with similar capacity."""
02-May,NA,UN/Sitrep9,western,kaski,pokhara,NA,observation,shocks,"5,0 magnitude earthquake","""On 2 May, another 5.0 magnitude earthquake occurred near Pokhara at 11:30 on 2 May compounding fears of further devastation (United States Geological Survey)."""
25-Apr,NA,UN/Sitrep1,central,kathmandu,NA,NA,observation,general assessment,damage only in old densely built-up neighborhoods,"""Damage in Kathmandu Valley limited to historical densely built up neighbourhoods."""
25-Apr,NA,UN/Sitrep1,central,kathmandu,NA,NA,observation,damage,collapsed buildings/walls in historic buildings. Less overal damage than expected.,"""Impacts in Kathmandu valley include collapsed buildings and walls especially historic buildings in centres, but less overall damage and collapse of buildings than expected."""
25-Apr,NA,UN/Sitrep1,central,kathmandu,kathmandu city,NA,observation,general assessment,densely populated and heavily affected,"""This includes … Nepal's 2 largest cities - greater Kathmandu and Pokhara."""
25-Apr,NA,UN/Sitrep1,central,kathmandu,NA,NA,observation,medical,overcrowded hospitals,"""Hospitals are overcrowded."""
25-Apr,NA,UN/Sitrep1,central,kathmandu,NA,NA,need,medical,lack of room for dead bodies,"""Hospitals are overcrowded."""
25-Apr,NA,UN/Sitrep1,central,kathmandu,NA,NA,need,medical,need for emergency supplies,"""Hospitals are overcrowded."""
25-Apr,NA,UN/Sitrep1,central,kathmandu,NA,bir hospital,observation,medical,people are treated outside,"""BIR hospital is treating people in the streets."""
25-Apr,NA,UN/Sitrep1,central,kathmandu,NA,bir hospital,need,medical,emergency stocks are running out; more needed,"""There are reports that the hospital emergency stocks are depleting/used up and there is a need for a government decision on bringing kits from the military."""
25-Apr,government,UN/Sitrep1,central,kathmandu,NA,NA,observation,medical,teams sent to Kathmandu,"""deploying small teams to hospitals in Kathmandu."""
25-Apr,NA,UN/Sitrep1,central,kathmandu,NA,kathmandu airport,observation,transport,airport is open,"""The Kathmandu and Pokhara airport remains open. Some commercial flights appear to be coming in."""
25-Apr,NA,UN/Sitrep1,central,kathmandu,NA,NA,observation,transport,status of roads unclear,"""Status of the feeder roads outside of Kathmandu Valley are still unclear."""
26-Apr,NA,UN/Sitrep2,central,kathmandu,NA,NA,need,medical,need for medical supplies,"""There is a need to replenish medical stocks to support health response efforts."""
26-Apr,NA,UN/Sitrep2,central,kathmandu,NA,NA,observation,transport,"main roads overall accessible, limited for side roads","""Status of the main feeder roads outside of Kathmandu Valley are, overall, accessible. Access on side roads is damaged and limited."""
26-Apr,NA,UN/Sitrep2,central,kathmandu,NA,NA,observation,medical,main hospitals functioning but overloaded,"""The main hospitals in KTM are still standing, and functioning, although overloaded"""
26-Apr,NA,UN/Sitrep2,central,kathmandu,NA,NA,observation,medical,diarrhea,"""Post earthquake diseases are a concern - diarrhea is already an issue in Kathmandu Valley."""
26-Apr,NA,UN/Sitrep2,central,kathmandu,NA,NA,observation,casualties,600 deaths in 3 hospitals,"""As of 7 am today there were 600 dead bodies in 3 hospitals in KTM."""
26-Apr,NA,UN/Sitrep3,central,kathmandu,NA,NA,need,search&rescue,s&r for clearing up larger buildings,"""On 26 April, the Government requested international assistance, including Search and Rescue capacity, particularly for the Kathmandu Valley where larger buildings have collapsed"""
26-Apr,NA,UN/Sitrep3,central,kathmandu,NA,NA,observation,medical,diseases because of exposure to elements,"""Post earthquake diseases are a concern - diarrhea is already an issue in Kathmandu Valley due to exposure to elements."""
26-Apr,NA,UN/Sitrep3,central,kathmandu,NA,teku hospital,need,medical,fuel for generators of vaccine store,"""The LMD engineers have indicated they require 2000 litres of fuel for every 3.5 days of running time (33.3 litres per hour), and therefore need immediate assistance to ensure they can temperature-related damage to the vaccine."""
